hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
1,0,50,2015,11,40,30,0,1,1,1.0,0,0,135,3,1,0,0,0,0,4,0,0,,,0,2,104.0,0,0
1,0,0,2015,11,40,30,0,1,2,0.0,0,0,43,2,0,0,0,0,6,6,0,0,110.0,,0,2,90.1,0,0
1,0,2,2015,11,40,30,0,2,2,0.0,0,0,135,2,0,0,0,0,0,7,1,0,,318.0,0,2,55.5,0,1
1,0,2,2015,11,40,30,0,3,1,0.0,0,2,56,5,3,0,0,0,0,0,0,0,256.0,,0,3,58.5,0,0
1,0,2,2015,11,40,30,0,3,1,0.0,0,2,56,5,3,0,0,0,0,0,0,0,256.0,,0,3,58.5,0,0
1,0,55,2015,11,40,30,0,3,2,0.0,0,2,56,5,3,0,0,0,0,2,0,0,256.0,,0,3,73.0,0,0
1,0,56,2015,11,40,30,0,3,2,0.0,0,0,99,6,3,0,0,0,0,7,0,0,240.0,,0,2,55.8,0,2
1,0,2,2015,11,40,30,0,3,1,0.0,0,2,56,5,3,0,0,0,0,0,0,0,256.0,,0,3,58.5,0,0
1,0,2,2015,11,40,30,0,3,1,0.0,0,2,56,5,3,0,0,0,0,0,0,0,256.0,,0,3,58.5,0,0
1,0,55,2015,11,40,30,0,3,2,0.0,0,2,56,5,3,0,0,0,0,0,0,0,256.0,,0,3,73.0,0,0
1,0,55,2015,11,40,30,0,3,2,0.0,0,2,56,5,3,0,0,0,0,2,0,0,256.0,,0,3,73.0,0,0
1,1,55,2015,11,40,30,0,3,1,0.0,0,2,135,5,3,0,0,0,0,0,0,0,256.0,,0,3,67.5,0,0
1,1,2,2015,11,40,30,0,3,1,0.0,0,2,135,5,3,0,0,0,0,0,0,0,256.0,,0,3,13.0,0,0
1,0,54,2015,11,40,30,2,4,2,0.0,0,0,135,6,3,0,0,0,3,4,0,0,240.0,,0,2,64.33,0,1
1,1,142,2015,11,40,30,2,4,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,79.83,0,1
1,0,51,2015,11,40,30,2,4,2,0.0,1,2,135,6,3,0,0,0,3,4,0,0,240.0,,0,2,100.33,1,2
1,0,49,2015,11,40,30,2,5,2,0.0,0,0,56,5,3,0,0,0,0,0,0,0,171.0,,0,2,44.5,0,0
1,0,93,2015,11,40,30,2,5,2,0.0,0,2,59,5,3,0,0,0,0,0,0,0,2.0,,0,2,71.93,0,0
1,0,48,2015,11,40,30,2,5,2,0.0,0,0,76,5,3,0,0,0,3,3,0,0,171.0,,0,2,52.73,0,0
1,1,68,2015,11,40,30,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,58.57,0,0
1,0,92,2015,11,40,30,2,5,2,0.0,0,0,43,5,3,0,0,0,0,0,0,0,171.0,,0,2,48.0,0,1
1,0,97,2015,11,40,30,2,5,2,0.0,0,0,139,6,3,0,0,0,4,4,0,0,241.0,,0,2,62.43,1,2
1,0,48,2015,11,40,30,2,5,2,0.0,0,0,135,5,3,0,0,0,3,3,0,0,171.0,,0,2,52.73,0,0
1,0,58,2015,11,40,30,2,5,2,0.0,0,0,59,6,3,0,0,0,0,0,0,0,241.0,,0,2,44.27,0,1
1,1,70,2015,11,40,30,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,58.57,0,0
1,0,41,2015,11,40,30,4,10,1,0.0,0,0,59,5,3,0,0,0,0,0,0,0,142.0,,0,0,54.4,0,0
1,0,0,2015,10,40,1,0,1,3,0.0,0,0,100,6,3,0,0,0,0,6,0,0,,,0,3,120.0,0,2
1,1,63,2015,10,40,1,0,2,2,0.0,0,0,135,6,3,0,0,0,4,4,0,0,240.0,,0,2,68.4,0,2
1,0,44,2015,10,40,1,0,3,2,1.0,0,2,135,3,1,0,0,0,3,3,0,0,,,0,2,118.5,0,2
1,0,19,2015,10,40,1,0,3,2,0.0,0,0,56,6,3,0,0,0,4,5,0,0,240.0,,0,2,87.0,0,1
1,0,57,2015,10,40,1,0,3,1,0.0,0,0,123,6,3,0,0,0,0,2,0,0,240.0,,0,2,48.3,1,2
1,0,24,2015,10,40,1,0,3,1,0.0,0,0,56,6,3,0,0,0,4,4,0,0,240.0,,0,2,93.0,1,2
1,0,22,2015,10,40,1,1,3,2,0.0,0,0,56,3,1,0,0,0,4,4,0,0,250.0,,0,2,65.0,0,1
1,0,51,2015,10,40,1,1,3,2,0.0,0,0,56,6,3,0,0,0,0,3,0,0,240.0,,0,2,56.0,0,3
1,0,23,2015,10,40,1,1,3,2,0.0,0,0,56,3,1,0,0,0,4,4,0,0,250.0,,0,2,65.0,0,1
1,0,79,2015,10,40,1,2,3,2,0.0,0,0,76,5,3,0,0,0,4,4,0,0,115.0,,0,0,66.0,0,0
1,0,48,2015,10,40,1,2,3,2,0.0,0,2,15,6,3,0,0,0,0,2,1,0,240.0,,0,2,86.0,0,1
1,0,51,2015,10,40,1,2,3,1,1.0,0,0,135,3,1,0,0,0,3,3,0,0,,,0,2,74.4,0,0
1,0,78,2015,10,40,1,2,5,2,0.0,0,2,59,5,3,0,0,0,0,0,0,0,314.0,,0,0,74.23,0,0
1,0,24,2015,10,40,1,2,5,2,0.0,0,0,51,3,1,0,0,0,5,5,0,0,250.0,,0,2,103.0,1,1
1,0,45,2015,10,40,1,2,5,2,0.0,0,2,59,5,3,0,0,0,3,3,0,0,2.0,,0,0,82.0,0,0
1,1,24,2015,10,40,1,2,5,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,77.0,0,0
1,0,44,2015,10,40,1,2,5,2,0.0,0,2,59,5,3,0,0,0,0,0,0,0,243.0,,0,0,69.93,0,1
1,0,78,2015,10,40,1,2,5,2,0.0,0,0,59,5,3,0,0,0,0,0,0,0,243.0,,0,0,43.93,0,0
1,0,45,2015,10,40,1,2,5,2,0.0,0,0,76,6,3,0,0,0,0,0,0,0,240.0,,0,2,57.43,0,2
1,0,115,2015,10,40,1,2,5,2,0.0,0,0,59,6,3,0,0,0,0,0,0,0,147.0,,0,2,36.74,0,1
1,0,50,2015,10,40,1,2,5,2,0.0,0,2,59,5,3,0,0,0,0,0,0,0,243.0,,0,2,63.08,0,2
1,0,45,2015,10,40,1,2,5,2,0.0,0,0,76,6,3,0,0,0,0,0,0,0,240.0,,0,2,47.0,0,2
1,1,103,2015,10,40,1,2,5,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,50.4,0,0
1,0,145,2015,10,40,1,2,5,2,0.0,0,0,59,5,3,0,0,0,3,3,0,0,243.0,,0,0,55.43,0,0
1,0,113,2015,10,40,2,0,2,2,0.0,0,0,6,6,3,0,0,0,4,5,0,0,240.0,,0,2,76.0,1,0
1,0,102,2015,10,40,2,0,2,2,0.0,0,0,135,6,3,0,0,0,0,3,0,0,240.0,,0,2,56.0,1,0
1,0,113,2015,10,40,2,0,2,2,0.0,0,0,6,6,3,0,0,0,4,5,0,0,240.0,,0,2,78.0,0,0
1,0,0,2015,10,40,2,0,2,2,0.0,0,0,51,3,1,0,0,0,0,7,0,0,,,0,2,0.0,0,2
1,1,29,2015,10,40,2,1,2,2,1.0,0,0,135,3,1,0,0,0,6,6,1,0,250.0,,0,2,117.0,0,0
1,1,115,2015,10,40,2,2,2,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,240.0,,0,2,106.0,0,0
1,0,73,2015,10,40,2,2,2,2,0.0,0,0,76,6,3,0,0,0,0,4,0,0,240.0,,0,2,47.0,0,0
1,0,115,2015,10,40,2,2,2,2,0.0,0,0,76,6,3,0,0,0,0,4,1,0,240.0,,0,2,56.0,0,1
1,0,115,2015,10,40,2,2,3,2,2.0,0,0,76,6,3,0,0,0,6,6,0,0,240.0,,0,2,106.0,0,1
1,0,20,2015,10,40,2,2,5,2,0.0,0,0,101,5,3,0,0,0,0,0,0,0,171.0,,0,3,44.5,0,1
1,0,56,2015,10,40,2,2,5,1,0.0,0,2,123,5,3,0,0,0,4,4,0,0,71.0,,0,0,77.0,0,0
1,0,50,2015,10,40,2,2,5,2,0.0,0,0,76,6,3,0,0,0,0,7,0,0,240.0,,0,2,50.4,0,2
1,0,20,2015,10,40,2,2,5,2,0.0,0,0,101,5,3,0,0,0,0,0,0,0,171.0,,0,2,44.5,0,0
1,0,53,2015,10,40,2,2,5,2,0.0,0,0,123,6,3,0,0,0,3,3,0,0,240.0,,0,2,59.4,0,1
1,0,46,2015,10,40,2,2,5,2,0.0,0,0,123,5,3,0,0,0,3,3,1,0,71.0,,0,2,55.43,0,0
1,1,23,2015,10,40,2,2,5,2,0.0,0,0,135,5,3,0,0,0,0,0,0,0,171.0,,0,2,44.5,0,0
1,0,63,2015,10,40,2,2,5,1,0.0,0,2,59,5,3,0,0,0,0,0,0,0,40.0,,0,0,42.23,0,0
1,0,200,2015,10,40,2,2,5,2,0.0,0,2,76,5,3,0,0,0,3,3,0,0,115.0,,0,2,72.0,0,0
1,0,56,2015,10,40,2,2,6,2,0.0,0,0,123,6,3,0,0,0,3,3,0,0,240.0,,0,2,60.9,1,3
1,0,49,2015,10,40,2,2,6,2,0.0,0,0,100,6,3,0,0,0,3,3,0,0,240.0,,0,2,67.25,0,2
1,0,56,2015,10,40,2,2,6,2,0.0,0,0,123,6,3,0,0,0,3,3,0,0,240.0,,0,2,63.9,0,3
1,0,0,2015,10,40,3,0,1,1,0.0,0,0,12,3,1,0,0,0,0,2,0,0,,,0,2,74.0,1,0
1,1,87,2015,10,40,3,0,1,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,96.0,,0,2,36.05,0,0
1,1,87,2015,10,40,3,0,1,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,96.0,,0,2,36.05,0,0
1,1,87,2015,10,40,3,0,1,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,96.0,,0,2,36.05,0,0
1,1,87,2015,10,40,3,0,1,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,96.0,,0,2,36.05,0,0
1,0,114,2015,10,40,3,0,1,1,0.0,0,0,59,6,3,0,0,0,0,0,0,0,240.0,,0,3,42.3,0,0
1,0,1,2015,10,40,3,0,1,1,0.0,0,0,43,3,1,0,0,0,0,0,0,0,250.0,,0,2,90.0,0,0
1,0,5,2015,10,40,3,0,1,2,0.0,0,0,135,3,1,0,0,0,0,2,0,0,,,0,2,67.0,0,0
1,0,1,2015,10,40,3,0,1,2,0.0,0,0,135,3,1,0,0,0,4,6,0,0,,,0,2,110.0,1,0
1,1,87,2015,10,40,3,0,1,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,96.0,,0,2,36.05,0,0
1,1,87,2015,10,40,3,0,1,2,0.0,0,0,135,4,3,0,0,0,0,0,0,1,96.0,,0,2,36.05,0,0
1,1,4,2015,10,40,3,1,1,2,0.0,0,0,135,5,3,0,0,0,0,0,0,0,175.0,,0,2,58.0,0,1
1,1,4,2015,10,40,3,1,1,2,0.0,0,0,135,5,3,0,0,0,0,0,0,0,175.0,,0,2,58.0,0,1
1,0,192,2015,10,40,3,2,2,1,0.0,0,0,59,6,3,0,0,0,0,0,0,0,240.0,,0,3,38.07,0,0
1,0,192,2015,10,40,3,2,2,1,0.0,0,0,59,6,3,0,0,0,0,0,0,0,240.0,,0,3,40.07,0,0
1,0,192,2015,10,40,3,2,2,1,0.0,0,0,59,6,3,0,0,0,0,2,0,0,240.0,,0,3,38.07,0,0
1,0,39,2015,10,40,3,2,2,2,0.0,0,2,76,5,3,0,0,0,0,0,0,0,314.0,,0,0,81.6,0,0
1,0,25,2015,10,40,3,2,2,1,0.0,0,0,127,6,3,0,0,0,0,0,0,0,241.0,,0,2,59.29,0,1
1,1,192,2015,10,40,3,2,2,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,38.07,0,0
1,0,192,2015,10,40,3,2,2,1,0.0,0,0,59,6,3,0,0,0,0,0,0,0,240.0,,0,3,40.07,0,0
1,0,53,2015,10,40,3,2,2,2,0.0,0,0,76,6,3,0,0,0,3,5,0,0,240.0,,0,2,59.4,0,1
1,1,21,2015,10,40,3,2,3,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,77.0,0,0
1,0,19,2015,10,40,3,2,5,2,0.0,0,0,15,6,3,0,0,0,0,0,0,0,240.0,,0,2,74.14,0,1
1,0,10,2015,10,40,3,2,1,2,0.0,0,0,51,6,3,0,0,0,4,4,0,0,240.0,,0,2,116.0,1,1
1,0,61,2015,10,40,3,2,1,2,0.0,0,2,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,86.0,0,1
1,1,72,2015,10,40,3,2,2,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,50.4,0,2
1,0,70,2015,10,40,3,2,5,2,0.0,0,0,43,6,3,0,0,0,0,0,0,0,241.0,,0,2,40.96,0,0
1,0,46,2015,10,40,3,2,5,2,0.0,0,0,135,5,3,0,0,0,0,0,0,0,36.0,,0,2,44.8,1,0
1,0,38,2015,10,40,3,2,5,2,0.0,0,0,59,3,1,0,0,0,5,5,0,0,250.0,,0,2,93.43,1,0
1,0,53,2015,10,40,3,2,5,2,0.0,0,0,59,5,3,0,0,0,3,3,0,0,40.0,,0,0,47.33,0,0
1,0,51,2015,10,40,3,2,5,2,0.0,0,0,59,6,3,0,0,0,6,6,0,0,241.0,,0,2,83.05,0,2
1,0,124,2015,10,40,3,2,5,2,0.0,0,0,76,6,3,0,0,0,4,5,3,0,240.0,,0,2,87.43,0,0
1,1,361,2015,10,40,3,2,5,26,0.0,0,0,135,5,3,0,0,0,0,0,0,0,96.0,,0,1,0.0,0,0
1,0,25,2015,10,40,3,2,5,2,0.0,0,0,59,6,3,0,0,0,0,0,0,0,240.0,,0,2,68.16,0,1
1,1,49,2015,10,40,3,2,5,2,0.0,0,0,135,6,3,0,0,0,3,3,1,0,240.0,,0,2,66.0,0,1
1,0,53,2015,10,40,3,2,5,2,0.0,0,0,59,6,3,0,0,0,0,0,0,0,240.0,,0,2,56.0,0,2
1,0,14,2015,10,40,3,2,5,2,0.0,0,0,76,3,1,0,0,0,6,6,0,0,250.0,,0,2,136.71,0,0
1,0,163,2015,10,40,3,2,5,2,0.0,0,0,56,3,1,0,0,0,3,3,1,0,,,0,2,51.3,0,1
1,0,2,2015,10,41,4,1,0,2,0.0,0,2,43,2,0,0,0,0,0,4,0,0,110.0,,0,2,92.6,0,0
1,0,1,2015,10,41,4,1,0,1,0.0,0,0,135,6,3,0,0,0,0,0,1,0,240.0,,0,2,47.0,0,0
1,0,0,2015,10,41,4,2,0,2,0.0,0,0,162,6,3,0,0,0,0,3,0,0,240.0,,0,3,56.0,0,0
1,1,338,2015,10,41,4,2,0,55,0.0,0,2,135,3,1,0,0,0,0,0,0,0,,,0,1,0.0,0,0
1,0,0,2015,10,41,4,2,0,2,0.0,0,0,162,6,3,0,0,0,0,3,0,0,240.0,,0,3,56.0,0,0
1,1,34,2015,10,41,4,2,2,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,240.0,,0,2,117.0,0,0
1,1,34,2015,10,41,4,2,2,2,0.0,0,0,135,6,3,0,0,0,6,6,0,0,242.0,,0,2,122.0,0,0
1,0,81,2015,10,41,4,2,5,2,0.0,0,0,76,5,3,0,0,0,0,4,0,0,175.0,,0,2,63.66,0,0
1,0,26,2015,10,41,4,2,5,2,0.0,0,0,59,3,1,0,0,0,0,0,0,0,250.0,,0,2,68.43,0,1
1,0,75,2015,10,41,4,4,6,2,0.0,0,0,76,6,3,0,0,0,0,0,1,0,240.0,,0,2,60.4,0,1
1,0,54,2015,10,41,4,4,7,2,0.0,0,2,59,5,3,0,0,0,4,4,0,0,40.0,,0,0,78.2,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,1,170,2015,10,41,4,4,8,2,0.0,0,0,34,4,3,0,0,0,0,0,0,1,15.0,,0,2,44.5,0,0
1,0,69,2015,10,41,4,2,3,2,0.0,0,0,76,5,3,0,0,0,0,0,0,0,6.0,,0,2,41.25,0,1
1,0,69,2015,10,41,4,2,3,2,0.0,0,0,76,5,3,0,0,0,0,2,0,0,6.0,,0,2,40.05,0,1
1,1,38,2015,10,41,4,2,3,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,240.0,,0,2,117.0,0,1
1,0,90,2015,10,41,4,4,10,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,107.43,0,0
1,0,111,2015,10,41,4,2,4,2,0.0,0,0,59,6,3,0,0,0,0,0,0,0,240.0,,0,2,57.67,0,0
1,0,18,2015,10,41,4,2,4,2,0.0,0,0,76,6,3,0,0,0,0,0,0,0,240.0,,0,2,63.47,0,1
1,0,7,2015,10,41,5,1,0,2,0.0,0,0,51,6,3,0,0,0,0,3,0,0,240.0,,0,2,60.3,1,1
1,0,1,2015,10,41,5,1,1,2,0.0,0,0,15,6,3,0,0,0,0,6,0,0,240.0,,0,1,61.5,0,1
1,0,69,2015,10,41,5,1,1,2,0.0,0,2,169,6,3,0,0,0,0,0,0,0,242.0,,0,2,88.0,0,1
1,1,7,2015,10,41,5,1,0,2,0.0,0,0,135,2,0,0,0,0,0,5,0,0,,110.0,0,2,56.95,0,0
1,0,10,2015,10,41,5,1,3,2,0.0,0,0,135,3,1,0,0,0,0,2,0,0,,,0,2,67.0,0,1
1,0,55,2015,10,41,5,1,3,2,0.0,0,0,59,5,3,0,0,0,0,3,0,0,2.0,,0,0,54.5,0,0
1,0,10,2015,10,41,5,1,3,2,0.0,1,0,135,3,1,0,0,0,0,2,0,0,,,0,2,67.0,0,2

1,0,52,2015,10,41,5,2,5,2,0.0,0,0,135,5,3,0,0,0,4,4,0,0,171.0,,0,2,54.72,0,0
1,0,14,2015,10,41,5,2,5,2,0.0,1,0,59,6,3,0,0,0,2,2,1,0,241.0,,0,2,83.6,0,2
1,0,17,2015,10,41,5,2,5,2,0.0,0,0,29,6,3,0,0,0,0,0,0,0,240.0,,0,2,73.0,1,1
1,1,74,2015,10,41,5,3,6,2,0.0,0,2,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,86.0,0,2
1,1,74,2015,10,41,5,3,6,2,0.0,0,2,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,86.0,0,2
1,1,74,2015,10,41,5,3,6,2,0.0,0,2,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,86.0,0,2
1,1,74,2015,10,41,5,3,6,2,0.0,0,2,135,6,3,0,0,0,0,0,1,0,240.0,,0,2,86.0,0,2
1,0,207,2015,10,41,5,3,7,2,0.0,0,2,59,5,3,0,0,0,0,0,0,0,156.0,,0,2,65.45,0,0
1,1,102,2015,10,41,5,3,9,2,0.0,0,0,135,6,3,0,0,0,3,3,0,0,240.0,,0,2,71.67,0,0
1,1,1,2015,10,41,6,0,1,1,0.0,0,0,135,2,0,0,0,0,0,0,0,0,,94.0,0,2,37.0,0,0
1,1,1,2015,10,41,6,0,1,1,0.0,0,0,135,2,0,0,0,0,0,0,0,0,,94.0,0,2,37.0,0,0
1,1,1,2015,10,41,6,0,1,1,0.0,0,0,135,2,0,0,0,0,0,0,0,0,,94.0,0,2,37.0,0,0
1,0,0,2015,10,41,6,0,0,2,0.0,0,0,135,3,1,0,0,0,0,0,0,0,,,0,2,0.0,0,0
1,1,43,2015,10,41,6,0,1,1,0.0,0,0,135,6,3,0,0,0,0,0,1,0,240.0,,0,2,52.2,0,0
1,0,70,2015,10,41,6,0,1,2,0.0,0,0,107,6,3,0,0,0,0,0,0,0,241.0,,0,2,43.12,0,1
1,0,0,2015,10,41,6,0,2,2,0.0,0,0,29,3,1,0,0,0,0,0,1,0,,,0,2,66.0,1,0
1,1,91,2015,10,41,6,0,2,2,2.0,0,0,135,6,3,0,0,0,6,6,0,0,240.0,,0,2,106.0,0,0
1,1,1,2015,10,41,6,0,3,2,0.0,0,0,135,3,1,0,0,0,0,0,0,0,,,0,2,56.0,0,0
1,0,1,2015,10,41,6,0,3,0,0.0,0,3,135,2,0,0,0,0,0,8,1,0,,174.0,0,3,0.0,0,0
1,0,43,2015,10,41,6,0,4,2,0.0,0,0,76,6,3,0,0,0,0,0,0,0,240.0,,0,2,62.8,0,1
1,0,3,2015,10,41,6,0,2,2,0.0,0,0,135,6,3,0,0,0,4,6,0,0,240.0,,0,2,87.0,0,0
1,0,31,2015,10,41,6,1,5,2,2.0,0,0,174,3,1,0,0,0,6,6,0,0,250.0,,0,2,96.67,1,0
1,1,328,2015,10,41,6,2,5,20,0.0,0,0,135,3,1,0,0,0,3,3,1,0,,,0,1,0.0,0,0
1,1,328,2015,10,41,6,2,5,6,0.0,0,0,135,3,1,0,0,0,4,4,0,0,,,0,1,0.0,0,0
1,0,87,2015,10,41,6,2,5,2,0.0,0,2,133,6,3,0,0,0,4,4,0,0,240.0,,0,2,118.0,0,1
1,1,328,2015,10,41,6,2,5,5,0.0,0,0,135,3,1,0,0,0,0,0,0,0,,,0,1,0.0,0,0
1,0,84,2015,10,41,6,2,5,2,0.0,0,2,133,6,3,0,0,0,4,4,0,0,240.0,,0,2,98.4,0,1
1,0,123,2015,10,41,6,2,5,2,0.0,0,0,59,6,3,0,0,0,3,3,0,0,147.0,,0,2,43.3,0,1
1,1,4,2015,10,41,7,0,1,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,58.0,0,3
1,0,13,2015,10,41,7,0,1,1,0.0,0,0,135,3,1,0,0,0,0,0,0,0,250.0,,0,2,58.0,0,0
1,1,4,2015,10,41,7,0,1,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,58.0,0,3
1,1,4,2015,10,41,7,0,1,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,58.0,0,3
1,1,4,2015,10,41,7,0,1,1,0.0,0,0,135,6,3,0,0,0,0,0,0,0,240.0,,0,2,58.0,0,3
1,0,33,2015,10,41,7,0,2,2,0.0,0,0,43,6,3,0,0,0,0,0,0,0,240.0,,0,2,66.3,1,2
1,0,13,2015,10,41,7,0,2,2,0.0,0,1,135,1,1,0,0,0,5,5,0,0,,,0,2,0.0,0,2
1,0,21,2015,10,41,7,0,2,1,0.0,0,0,76,3,1,0,0,0,0,0,1,0,,,0,2,47.0,0,1
1,0,0,2015,10,41,7,0,1,3,0.0,0,0,1,1,1,0,0,0,0,2,1,0,,,0,2,0.0,0,0
1,0,2,2015,10,41,7,0,1,2,0.0,0,0,135,3,1,0,0,0,0,0,0,0,250.0,,0,2,67.0,0,1
1,0,6,2015,10,41,7,0,1,2,0.0,0,0,135,6,3,0,0,0,0,0,0,0,241.0,,0,2,49.01,0,0
1,0,78,2015,10,41,7,0,4,2,0.0,0,0,135,5,3,0,0,0,0,0,0,0,36.0,,0,2,64.29,1,0
1,0,21,2015,10,41,7,0,2,1,0.0,0,0,123,3,1,0,0,0,0,0,1,0,,,0,2,47.0,0,1
1,0,175,2015,10,41,7,2,5,2,0.0,0,0,15,5,3,0,0,0,0,4,0,0,6.0,,0,2,41.6,1,0
1,0,158,2015,10,41,7,2,5,2,0.0,0,0,59,5,3,0,0,0,3,3,0,0,177.0,,0,3,55.43,0,1
1,0,11,2015,10,41,7,2,5,2,0.0,0,0,59,5,3,0,0,0,0,0,0,0,314.0,,0,2,48.74,0,0
1,0,158,2015,10,41,7,2,5,2,0.0,0,0,59,5,3,0,0,0,3,3,0,0,177.0,,0,3,55.43,0,1
1,1,16,2015,10,41,7,2,5,2,0.0,0,0,135,3,1,0,0,0,0,0,0,0,250.0,,0,2,68.86,0,1
1,0,174,2015,10,41,7,2,5,1,0.0,0,2,135,5,3,0,0,0,3,3,0,0,171.0,,0,3,67.0,0,1
1,0,174,2015,10,41,7,2,5,1,0.0,0,2,43,5,3,0,0,0,3,3,0,0,171.0,,0,3,68.43,0,1
1,1,21,2015,10,41,8,0,1,1,0.0,0,0,135,3,1,0,0,0,0,0,0,0,,,0,2,47.0,0,1
1,0,13,2015,10,41,8,0,1,1,0.0,0,0,51,5,1,0,0,0,0,6,0,0,126.0,,0,2,40.0,0,0
1,0,3,2015,10,41,8,0,1,2,0.0,0,0,135,6,3,0,0,0,0,5,0,0,240.0,,0,2,67.0,0,1
1,0,3,2015,10,41,8,0,1,2,0.0,0,0,135,6,3,0,0,0,0,3,0,0,240.0,,0,2,67.0,1,1
1,1,22,2015,10,41,8,0,1,1,0.0,0,0,135,3,1,0,0,0,0,0,2,0,,,0,2,47.0,0,1
1,0,3,2015,10,41,8,0,1,2,0.0,0,0,135,3,1,0,0,0,5,5,0,0,250.0,,0,2,87.0,1,1
1,0,33,2015,10,41,8,0,3,2,1.0,0,0,135,2,0,0,0,0,0,0,3,0,,,0,3,67.5,0,0
1,0,3,2015,10,41,8,0,3,2,0.0,0,0,51,3,1,0,0,0,3,3,0,0,250.0,,0,2,73.67,0,0
1,0,44,2015,10,41,8,0,3,2,0.0,0,0,135,2,0,0,0,0,0,0,0,0,,,0,0,50.0,0,0
1,0,77,2015,10,41,8,0,3,2,0.0,0,0,135,3,1,0,0,0,0,0,1,0,250.0,,0,0,50.0,0,1
1,0,10,2015,10,41,8,0,3,2,0.0,0,0,56,6,3,0,0,0,3,4,0,0,240.0,,0,2,73.66,0,2
1,0,44,2015,10,41,8,0,3,2,0.0,0,0,135,2,0,0,0,0,0,0,1,0,,,0,0,50.0,0,0
1,0,76,2015,10,41,8,0,3,2,0.0,0,0,135,3,1,0,0,0,0,0,0,0,250.0,,0,0,56.0,1,1
1,0,71,2015,10,41,8,0,3,1,0.0,0,0,135,3,1,0,0,0,0,0,0,0,250.0,,0,0,48.0,1,1
1,0,9,2015,10,41,8,0,3,2,0.0,0,0,135,2,0,0,0,0,0,3,2,0,281.0,,0,0,45.0,0,0
1,0,33,2015,10,41,8,0,3,2,0.0,0,0,135,2,0,0,0,0,0,0,2,0,,,0,3,50.0,0,0
1,0,3,2015,10,41,8,0,3,2,0.0,0,0,51,3,1,0,0,0,0,3,0,0,250.0,,0,2,67.0,0,0
